,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area
3312, Belorusskaia ,70000,5,walk,developer,50,48,6,14,1,42,20,9
3313, Sukharevskaia ,70000,7,walk,developer,50,13,7,16,1,38,20,9
3314, Smolenskaia ,100000,6,walk,developer,0,40,8,10,2,64,64,64
3315, Babushkinskaia ,34000,10,transport,developer,50,6,8,17,1,37,18,9
3316, Iugo-Zapadnaia ,70000,11,transport,developer,50,30,3,16,2,66,37,10
3317, Otradnoe ,62000,14,walk,agency,0,16,4,9,3,64,64,64
3318, Seligerskaia ,62000,10,walk,developer,50,50,23,38,1,35,20,12
3319, Ulitca 1905 goda ,110000,13,walk,developer,50,24,4,20,1,43,21,9
3320, Dostoevskaia ,65000,11,walk,developer,70,0,11,16,2,65,37,10
3321, VDNKh ,45000,5,walk,developer,50,12,1,9,1,64,64,64
3322, Kurskaia ,95000,7,walk,developer,0,3,6,7,3,90,48,25
3323, Filatov Lug ,30000,52,transport,agency,80,9,3,5,2,64,64,64
3324, Park Pobedy ,70000,7,walk,developer,50,5,10,12,2,64,64,64
3325, Kuzminki ,70000,5,walk,developer,50,3,10,15,2,70,38,14
3326, Pervomaiskaia ,30000,18,transport,developer,50,18,4,9,1,64,64,64
3327, Rasskazovka ,50000,8,walk,developer,50,16,1,25,1,43,21,10
3328, Botanicheskii sad ,60000,14,walk,developer,60,19,2,4,2,45,33,8
3329, Mitino ,68400,11,walk,developer,0,211,16,25,1,64,64,64
3330, Chertanovskaia ,46000,14,walk,developer,0,17,5,9,+,64,64,64
3331,No data,40000,0,walk,developer,70,22,11,14,1,39,21,9
3332, Prospekt Mira ,390000,6,walk,owner,0,3,3,14,5,216,153,20
3333, Verkhnie Likhobory ,50000,3,walk,developer,50,15,5,12,1,44,21,8
3334, VDNKh ,70000,18,walk,developer,50,31,16,22,2,59,36,10
3335, Ulitca Akademika Iangelia ,60000,15,walk,developer,50,12,3,14,2,45,32,8
3336, Belorusskaia ,110000,9,walk,developer,50,40,2,5,2,55,35,8
3337, Shelepikha ,98000,10,walk,developer,50,9,8,17,3,76,56,10
3338, Buninskaia Alleia ,40000,15,transport,developer,50,33,15,18,1,37,19,8
3339, Butyrskaia ,60000,10,walk,developer,50,70,2,9,1,40,20,9
3340,No data,42000,0,walk,developer,60,14,7,9,1,64,64,64
3341, Mezhdunarodnaia ,250000,3,walk,developer,0,171,28,85,2,64,64,64
3342, Riazanskii prospekt ,50000,20,walk,developer,50,36,2,9,2,45,31,7
3343, Novokosino ,45000,9,walk,developer,50,27,10,14,1,37,20,9
3344, Novogireevo ,51000,14,transport,agency,30,28,4,9,3,5,43,8
3345, Oktiabrskoe pole ,60000,11,walk,developer,100,18,4,5,2,57,34,7
3346, Khovrino ,39000,15,walk,developer,50,3,14,14,1,40,20,10
3347, Stakhanovskaia ,69000,5,walk,developer,50,11,2113,131923,2,65,38,9
3348, Rizhskaia ,50000,8,walk,owner,0,2,6,12,1,36,20,10
3349, Rimskaia ,70000,12,walk,developer,50,18,6,16,1,40,20,8
3350, Narodnoe Opolchenie ,50000,11,walk,developer,50,0,8,9,2,42,31,7
3351, Avtozavodskaia ,63000,6,walk,developer,50,9,1,5,2,56,36,6
3352,No data,45000,0,walk,developer,100,11,4,12,1,40,20,10
3353, Tekstilshchiki ,32280,9,walk,agency,0,10,1,5,1,64,64,64
3354, Piatnitckoe shosse ,28000,56,transport,developer,50,47,18,22,+,64,64,64
3355, Ramenki ,93000,9,walk,developer,40,43,2,18,2,74,35,17
3356,No data,130000,0,walk,developer,50,36,3,17,2,62,36,10
3357, Maiakovskaia ,135000,4,walk,developer,0,20,6,8,2,80,35,15
3358, Rasskazovka ,59000,14,transport,developer,50,17,13,17,2,65,40,11
3359,No data,70000,0,transport,developer,50,63,9,17,2,60,32,12
3360, Profsoiuznaia ,50000,11,walk,developer,50,28,4,17,1,38,20,9
3361, Park kultury ,400000,10,walk,developer,0,184,3,6,3,132,81,16
3362, Skhodnenskaia ,62000,14,walk,agency,0,24,3,9,2,64,64,64
3363, Verkhnie Likhobory ,40000,7,walk,developer,50,2,6,17,1,38,20,8
3364, Sokolniki ,45000,14,walk,agency,50,29,9,12,1,40,20,9
3365, Fili ,140000,16,walk,developer,25,64,14,16,3,4,24,21
3366, Sviblovo ,48000,15,walk,developer,50,1,17,17,1,38,20,10
3367, Dmitrovskaia ,70000,4,walk,developer,0,0,5,30,1,64,64,64
3368, Babushkinskaia ,72000,13,transport,agency,0,23,19,23,3,64,64,64
3369, Olkhovaia ,35000,27,transport,owner,0,10,10,12,1,5,17,10
3370, Salarevo ,60000,12,walk,developer,50,30,10,25,2,45,31,9
3371, Salarevo ,48000,8,transport,developer,50,25,13,22,1,40,20,10
3372,No data,48000,0,transport,developer,50,26,1,9,1,33,18,7
3373, Belomorskaia ,42000,10,walk,developer,50,28,4,22,1,45,23,11
3374, Paveletckaia ,64000,4,walk,developer,0,33,3,6,1,64,64,64
3375, Pechatniki ,50000,8,walk,developer,50,19,10,16,1,48,20,13
3376, Medvedkovo ,45000,11,transport,developer,50,14,9,22,1,36,19,9
3377, Stakhanovskaia ,60000,9,walk,owner,0,5,217,71919,2,64,64,64
3378, Rasskazovka ,45000,18,walk,agency,20,24,4,17,1,40,20,9
3379, Iugo-Vostochnaia ,42000,13,transport,owner,0,23,4,5,+,64,64,64
3380,No data,50000,0,transport,developer,50,31,9,16,1,50,22,14
3381, Michurinskii prospekt ,98000,12,walk,developer,50,30,10,25,2,64,64,64
3382,No data,50000,0,walk,developer,50,21,17,22,1,40,20,10
3383, Buninskaia Alleia ,40000,12,walk,developer,50,37,2,12,1,36,19,8
3384, Molodezhnaia ,65000,14,walk,developer,0,1,2,5,2,63,44,9
3385, Oktiabrskaia ,850000,9,walk,developer,0,65,10,16,3,180,110,50
3386, Shelepikha ,190000,5,walk,developer,60,25,9,30,3,64,64,64
3387, Baumanskaia ,70000,8,walk,developer,50,6,7,9,1,64,64,64
3388, Okruzhnaia ,49000,11,walk,developer,50,41,5,5,1,64,64,64
3389, Marina Roshcha ,50000,10,walk,developer,50,24,4,16,1,36,19,8
3390, Ulitca Gorchakova ,50000,9,walk,developer,50,30,10,10,2,53,33,8
3391,No data,52000,0,walk,agency,0,15,2,11,1,64,64,64
3392, Chekhovskaia ,45000,4,walk,developer,50,23,2,4,1,19,13,3
3393,No data,219999,0,walk,agency,59,2,7,16,3,89,50,19
3394, Nekrasovka ,38000,13,walk,agency,79,34,3,22,1,64,64,64
3395,No data,108500,0,walk,agency,0,21,4,10,1,64,64,64
3396,No data,105000,0,walk,agency,50,19,6,19,2,50,38,12
3397, Olkhovaia ,32000,25,transport,developer,50,5,17,17,1,39,16,10
3398, Nekrasovka ,73500,16,transport,agency,48,21,11,17,4,94,68,18
3399, Nekrasovka ,42999,13,walk,agency,41,37,10,25,2,46,35,10
3400,No data,49000,0,walk,agency,0,17,24,25,1,64,64,64
3401,No data,70000,0,walk,developer,50,60,10,10,1,46,22,11
3402, Mezhdunarodnaia ,250000,3,walk,developer,0,115,50,85,2,64,64,64
3403,No data,52000,0,walk,developer,50,12,10,19,1,42,21,10
3404, Bratislavskaia ,50000,5,walk,developer,0,26,6,14,2,63,36,12
3405, Kolomenskaia ,60000,19,transport,developer,50,31,11,17,2,48,33,9
3406, Aeroport ,46999,5,walk,developer,0,115,1,16,1,64,64,64
3407, Beliaevo ,60000,12,walk,developer,50,16,5,15,2,40,30,7
3408, Ramenki ,200000,11,walk,owner,0,43,19,51,3,64,64,64
3409, Cherkizovskaia ,38000,19,walk,developer,50,1,3,14,1,35,19,8
3410, Liublino ,35000,4,transport,developer,50,3,8,9,1,38,20,8
3411, Otradnoe ,45000,20,walk,owner,0,16,18,23,1,64,64,64
3412, Olkhovaia ,35000,25,transport,developer,60,41,3,15,1,64,64,64
3413, Narodnoe Opolchenie ,59000,16,walk,developer,40,4,5,5,3,64,64,64
3414, Lomonosovskii prospekt ,150000,14,walk,agency,50,5,21,29,3,64,64,64
3415, Profsoiuznaia ,50000,12,walk,agency,20,0,4,16,1,36,19,10
3416,No data,25000,0,walk,developer,80,10,5,5,1,30,17,6
3417,No data,30000,0,walk,developer,70,3,9,14,1,35,16,10
3418, Kakhovskaia ,50000,8,walk,agency,20,9,10,16,1,45,20,9
3419, Alma-Atinskaia ,65000,5,walk,developer,50,20,6,17,2,64,64,64
3420, Filatov Lug ,65000,6,walk,developer,50,62,4,16,2,67,36,11
3421, Tekstilshchiki ,32280,9,walk,agency,0,11,1,5,1,64,64,64
3422, Ulitca Gorchakova ,45000,5,walk,developer,50,16,7,9,1,60,22,15
3423, Nekrasovka ,38000,16,walk,agency,30,16,10,17,1,45,20,14
3424, Perovo ,33000,5,walk,agency,0,2,7,9,1,64,64,64
3425, Park kultury ,1100000,9,walk,agency,0,23,3,4,5,64,64,64
3426, Okhotnyi riad ,1768000,3,walk,agency,0,27,5,12,3,64,64,64
3427, Tulskaia ,130431,9,walk,agency,0,37,6,16,8,8,107,28
3428, Okskaia ,46000,11,walk,developer,60,53,9,9,2,64,64,64
3429, Fili ,65000,16,walk,developer,50,4,13,15,1,50,22,10
3430, Bagrationovskaia ,50000,13,walk,developer,50,17,4,12,1,39,20,9
3431, Novogireevo ,33000,13,transport,developer,60,33,7,9,1,64,64,64
3432,No data,48000,0,transport,developer,50,7,9,9,1,6,21,6
3433, Universitet ,136149,12,transport,agency,0,51,4,14,+,64,64,64
3434, Petrovskii park ,50000,11,walk,developer,50,22,2,9,1,38,19,9
3435, Riazanskii prospekt ,58000,7,walk,developer,50,29,8,12,2,40,28,8
3436, Kashirskaia ,50000,13,walk,developer,50,3,11,12,1,42,20,10
3437, Piatnitckoe shosse ,42000,13,walk,developer,50,47,3,14,2,64,64,64
3438,No data,40000,0,walk,developer,50,24,13,16,1,43,21,10
3439, Mezhdunarodnaia ,240000,2,walk,developer,0,166,49,85,2,64,64,64
3440, Kievskaia ,65000,8,walk,developer,50,2,12,12,1,42,18,9
3441, Fili ,63000,17,walk,developer,50,27,6,21,1,44,21,10
3442, Babushkinskaia ,50000,15,walk,developer,50,24,2,17,1,38,19,10
3443, Ulitca Gorchakova ,40000,6,walk,owner,0,19,3,9,1,42,20,8
3444, Salarevo ,60000,26,transport,agency,0,45,13,17,2,64,64,64
3445, Babushkinskaia ,40000,17,walk,developer,50,29,9,9,1,35,19,7
3446, Mezhdunarodnaia ,250000,2,walk,developer,0,164,31,85,2,64,64,64
3447,No data,45000,0,walk,developer,50,8,10,17,1,39,20,10
3448,No data,30000,0,walk,owner,0,22,2,14,1,37,12,10
3449, Piatnitckoe shosse ,48000,10,transport,developer,50,15,20,25,2,60,34,10
3450, Novoperedelkino ,35000,10,transport,agency,0,3,17,25,1,64,64,64
3451, Bagrationovskaia ,50000,12,walk,developer,50,5,8,9,1,33,18,7
3452, Paveletckaia ,150000,15,walk,developer,50,8,4,10,2,64,64,64
3453,No data,32000,0,walk,developer,50,5,11,14,1,51,21,14
3454, Govorovo ,40000,10,walk,owner,0,19,3,5,1,64,64,64
3455, Kuzminki ,60000,10,walk,owner,0,28,6,14,2,64,64,64
3456, Rasskazovka ,58000,6,walk,developer,50,11,6,23,2,49,33,9
3457,No data,73000,0,walk,developer,0,70,18,22,1,64,64,64
3458,No data,70000,0,walk,developer,0,4,6,10,1,64,64,64
3459, Prospekt Mira ,220000,10,walk,developer,50,8,6,12,1,64,64,64
3460, Mezhdunarodnaia ,230000,2,walk,developer,0,186,36,85,2,64,64,64
3461,No data,141000,0,walk,agency,0,6,5,9,3,64,64,64
3462, Okskaia ,65000,7,walk,developer,50,25,14,17,2,59,37,10
3463, Strogino ,40000,20,walk,developer,80,23,3,25,1,8,18,9
3464, Rasskazovka ,60000,19,walk,developer,50,13,11,17,2,53,33,10
3465, Seligerskaia ,60000,12,walk,owner,0,19,12,23,+,64,64,64
3466, Domodedovskaia ,46000,17,walk,agency,0,43,2,14,1,64,64,64
3467,No data,290000,0,walk,owner,0,30,9,13,4,64,64,64
3468, Lukhmanovskaia ,40000,11,transport,developer,50,36,14,17,1,64,64,64
3469, Babushkinskaia ,50000,18,walk,developer,50,36,5,14,2,40,28,8
3470, Nizhegorodskaia ,45000,15,walk,developer,60,0,5,5,2,42,27,6
3471, Buninskaia Alleia ,40000,10,transport,agency,50,35,14,17,1,64,64,64
3472, Michurinskii prospekt ,110000,18,walk,developer,50,52,9,25,3,64,64,64
3473,No data,135000,0,walk,developer,40,32,6,22,3,64,64,64
3474, Frunzenskaia ,450000,8,walk,developer,40,33,7,14,3,64,64,64
3475, Olkhovaia ,28000,32,transport,developer,50,9,13,14,1,64,64,64
3476, Begovaia ,105000,6,walk,developer,0,5,25,32,2,64,64,64
3477, Lefortovo ,60000,1,walk,developer,50,17,9,17,1,40,20,10
3478, Dmitrovskaia ,61500,3,walk,agency,0,28,6,29,1,64,64,64
3479, Bratislavskaia ,37000,3,transport,developer,50,0,9,12,1,40,20,10
3480, Prospekt Mira ,52000,3,walk,developer,50,36,4,13,1,40,22,9
3481, Mezhdunarodnaia ,280000,7,walk,developer,0,112,57,75,2,64,64,64
3482, Sokolniki ,65000,15,walk,developer,50,39,9,12,1,33,18,7
3483,No data,40000,0,walk,developer,50,26,6,14,1,39,20,10
3484, Arbatskaia ,110000,7,walk,developer,50,60,19,24,2,53,33,9
3485, TcSKA ,95000,15,walk,owner,0,53,5,25,3,64,64,64
3486,No data,47000,0,walk,developer,50,37,11,11,1,64,64,64
3487,No data,35000,0,walk,developer,0,20,3,16,1,30,15,7
3488, Ozernaia ,66000,20,walk,developer,50,25,7,21,2,58,37,8
3489, Babushkinskaia ,45000,9,walk,developer,50,10,14,16,2,53,33,8
3490, Babushkinskaia ,40000,11,walk,developer,50,11,3,14,1,40,18,8
3491, Otradnoe ,40000,18,walk,developer,50,22,14,16,1,36,19,9
3492, Preobrazhenskaia ploshchad ,52000,13,walk,owner,0,5,4,5,2,9,27,5
3493, Varshavskaia ,35000,9,walk,developer,60,28,8,12,1,34,18,9
3494, Okskaia ,40000,9,walk,developer,50,40,4,5,1,33,18,6
3495, Mitino ,26000,54,transport,developer,50,65,5,22,+,64,64,64
3496, Mezhdunarodnaia ,230000,3,walk,agency,0,17,21,85,2,64,64,64
3497, Fili ,70000,16,walk,developer,50,23,23,29,1,64,64,64
3498, Tulskaia ,100000,4,walk,developer,30,32,3,12,1,64,64,64
3499, Riazanskii prospekt ,40000,15,walk,developer,50,9,9,9,1,33,18,7
3500, Ulitca Skobelevskaia ,50000,11,walk,developer,50,32,6,33,2,40,25,5
3501, Bagrationovskaia ,110000,13,walk,developer,20,16,9,9,2,75,38,30
3502, Begovaia ,100000,6,walk,developer,30,53,29,32,3,64,64,64
3503,No data,48000,0,walk,developer,50,17,15,32,1,37,19,9
3504, Pervomaiskaia ,60000,13,walk,developer,50,25,3,5,1,31,18,7
3505, Sviblovo ,70000,11,walk,developer,50,34,11,17,3,105,64,12
3506, Mezhdunarodnaia ,300000,6,walk,developer,0,176,37,65,3,64,64,64
3507, Ulitca 800-letiia Moskvy ,38500,3,transport,agency,0,1,5,19,1,64,64,64
3508, Domodedovskaia ,44000,10,walk,agency,0,12,7,9,1,64,64,64
3509, Dinamo ,50000,13,walk,developer,60,34,7,14,1,38,20,10
3510, Nekrasovka ,43000,7,walk,developer,50,20,13,17,1,42,20,10
3511, Prospekt Vernadskogo ,45000,7,walk,agency,50,15,4,10,1,5,10,4
3512, Taganskaia ,100000,8,walk,developer,50,12,8,10,2,70,50,14
3513, Iasenevo ,50000,13,walk,developer,50,35,6,22,1,41,20,9
3514,No data,65000,0,walk,developer,50,9,4,22,1,39,20,10
3515, Prospekt Vernadskogo ,60000,7,walk,developer,50,26,6,10,1,64,64,64
3516, Mezhdunarodnaia ,300000,2,walk,developer,0,144,13,85,2,64,64,64
3517, Mezhdunarodnaia ,190000,6,walk,developer,0,38,35,78,2,64,64,64
3518, Belomorskaia ,42000,7,transport,developer,50,37,5,9,2,64,64,64
3519, Krylatskoe ,65000,4,walk,developer,50,14,13,17,2,53,33,9
3520,No data,40000,0,walk,developer,50,18,7,9,1,36,19,7
3521, Okskaia ,40000,15,walk,developer,50,28,10,14,1,41,21,10
3522, Rasskazovka ,45000,19,walk,developer,50,0,7,17,1,38,20,9
3523, Olkhovaia ,43000,17,transport,developer,40,53,2,9,2,69,32,12
3524, VDNKh ,65000,23,walk,developer,0,22,7,17,2,64,64,64
3525, Chertanovskaia ,50000,5,walk,developer,99,54,11,16,2,54,43,10
3526,No data,50500,0,walk,agency,0,14,2,2,1,64,64,64
3527, Tverskaia ,210000,4,walk,developer,0,196,4,6,2,54,35,8
3528, Okhotnyi riad ,200000,8,walk,developer,0,15,10,14,2,64,64,64
3529, Mitino ,43000,9,walk,developer,50,15,15,25,1,50,17,12
3530, Mezhdunarodnaia ,200000,6,walk,developer,0,178,23,79,2,64,64,64
3531, Kolomenskaia ,52000,19,walk,developer,50,9,12,21,1,64,64,64
3532, Govorovo ,70000,15,walk,developer,50,3,8,25,1,47,22,12
3533, Kaluzhskaia ,35000,19,walk,developer,50,2,6,22,1,64,64,64
3534, Nakhimovskii prospekt ,68000,17,walk,agency,0,15,3,5,3,64,64,64
3535, Proletarskaia ,50000,11,walk,developer,0,20,2,8,2,42,27,6
3536, Piatnitckoe shosse ,37000,24,transport,developer,80,8,8,9,3,65,40,10
3537, Vladykino ,60000,8,walk,developer,50,28,16,16,1,64,64,64
3538, Dmitrovskaia ,95000,12,walk,developer,50,37,13,20,1,64,64,64
3539, Tretiakovskaia ,98000,2,walk,developer,0,3,2,5,1,64,64,64
3540,No data,60000,0,walk,developer,50,25,6,12,2,40,30,8
3541, Tcvetnoi bulvar ,113618,6,walk,agency,0,32,4,8,4,64,64,64
3542, Oktiabrskoe pole ,65000,5,walk,developer,50,10,4,14,2,45,32,8
3543, Novoslobodskaia ,300000,10,walk,agency,0,12,3,18,5,200,125,20
3544,No data,40000,0,walk,developer,50,35,2,17,1,38,20,9
3545, Kropotkinskaia ,210000,8,walk,agency,0,2,5,6,3,85,43,16
3546,No data,43000,0,walk,developer,50,45,3,12,1,39,20,9
3547, Ulitca 1905 goda ,130000,14,walk,developer,50,58,17,44,2,64,64,64
3548,No data,70000,0,walk,developer,50,13,9,10,2,49,33,8
3549,No data,60000,0,walk,developer,50,25,5,14,1,64,64,64
3550, Bulvar Rokossovskogo ,65000,7,walk,developer,50,25,18,31,1,38,20,10
3551, Komsomolskaia ,60000,4,walk,developer,50,18,4,9,2,51,33,7
3552, Alekseevskaia ,70000,7,walk,agency,0,27,9,16,2,63,35,8
3553, Tekstilshchiki ,70000,15,walk,developer,50,12,5,5,3,73,50,9
3554, Rasskazovka ,38000,13,transport,developer,50,13,6,17,1,39,20,10
3555,No data,70000,0,transport,developer,50,26,2,17,2,63,36,10
3556, TcSKA ,70000,11,walk,developer,60,15,10,15,1,34,25,4
3557, Nekrasovka ,50000,14,walk,developer,50,19,17,23,3,60,49,9
3558, Liublino ,62000,7,walk,agency,0,14,14,21,2,64,64,64
3559, Sviblovo ,60000,7,walk,developer,50,19,3,4,2,45,32,7
3560, Vladykino ,35000,15,walk,developer,60,2,12,16,1,64,64,64
3561, Pushkinskaia ,60000,8,walk,developer,0,15,7,7,2,42,26,12
3562, Sviblovo ,45000,7,walk,developer,50,12,9,17,1,37,19,8
3563, Buninskaia Alleia ,50000,6,walk,developer,50,39,6,9,2,4,32,9
3564, Lefortovo ,60000,8,walk,developer,50,2,2,9,1,36,19,8
3565, Slavianskii bulvar ,50000,17,walk,developer,50,31,1,5,1,32,19,7
3566,No data,50000,0,walk,developer,50,15,2,22,2,60,36,10
3567, Novogireevo ,43000,6,walk,developer,75,25,5,12,2,38,28,6
3568, Ulitca Skobelevskaia ,53000,16,walk,developer,50,8,20,23,1,45,23,10
3569, Bratislavskaia ,40000,23,walk,developer,0,1,8,9,1,41,21,8
3570, Ulitca Akademika Iangelia ,62000,6,walk,developer,50,29,16,22,2,60,37,10
3571, Altufevo ,65000,17,walk,owner,0,12,17,24,2,64,64,64
3572, Bulvar Rokossovskogo ,45000,12,transport,developer,50,20,2,9,1,38,19,7
3573, Solntcevo ,62000,11,walk,developer,50,20,6,19,2,60,37,10
3574, Shelepikha ,61500,9,walk,owner,0,6,2,6,2,5,30,6
3575, Studencheskaia ,110000,6,walk,agency,0,4,5,6,3,91,60,15
3576, Shelepikha ,100000,8,walk,developer,50,18,10,10,2,45,32,8
3577,No data,50000,0,walk,developer,50,24,1,5,2,46,32,6
3578, Prazhskaia ,58000,16,walk,developer,30,27,8,16,2,55,30,16
3579, Slavianskii bulvar ,43000,16,walk,developer,0,18,21,22,1,43,20,11
3580, Minskaia ,100000,15,transport,developer,20,21,14,24,2,72,39,20
3581, Vladykino ,43000,7,walk,developer,50,21,1,16,1,25,16,4
3582,No data,43000,0,walk,developer,50,24,1,17,1,41,20,9
3583, Filatov Lug ,32000,40,transport,owner,0,14,2,4,1,64,64,64
3584, Vodnyi stadion ,30260,5,walk,agency,0,19,1,5,1,64,64,64
3585, Kolomenskaia ,60000,14,transport,developer,50,48,3,5,3,64,64,64
3586, Begovaia ,140000,4,walk,developer,0,0,44,44,2,64,64,64
3587, Bulvar Admirala Ushakova ,42000,14,transport,developer,50,33,12,14,1,64,64,64
3588, Iasenevo ,52000,6,walk,developer,50,33,3,22,1,38,20,9
3589, Otradnoe ,50000,19,walk,developer,50,19,3,25,2,44,32,8
3590, Nekrasovka ,50000,7,walk,developer,60,0,14,17,2,57,34,12
3591,No data,42000,0,walk,developer,50,30,3,12,1,35,19,7
3592,No data,45000,0,walk,developer,50,9,7,9,1,32,18,7
3593, Kaluzhskaia ,62000,16,walk,developer,40,16,15,21,1,42,25,15
3594,No data,33000,0,walk,developer,50,7,13,14,1,35,20,10
3595, Kuzminki ,58000,18,walk,developer,50,26,14,23,2,57,35,10
3596, Olkhovaia ,38000,9,transport,developer,70,3,4,17,1,40,20,9
3597, Maiakovskaia ,135000,9,walk,agency,0,22,8,8,2,60,35,10
3598,No data,61000,0,walk,agency,0,14,4,9,3,64,64,64
3599, Oktiabrskaia ,100000,4,walk,agency,0,4,4,9,2,64,64,64
3600,No data,65000,0,walk,developer,50,13,2,21,1,55,22,11
3601, Belomorskaia ,68000,10,walk,owner,0,49,21,25,3,64,64,64
3602, Planernaia ,95000,13,walk,developer,50,55,3,3,2,56,35,9
3603, Ziablikovo ,48000,19,walk,developer,50,26,13,25,1,36,20,9
3604, Medvedkovo ,70000,15,walk,developer,50,8,9,17,3,64,64,64
3605,No data,70000,0,walk,developer,50,56,15,18,2,60,35,10
3606, Marksistskaia ,70000,12,walk,developer,50,15,5,12,2,50,32,8
3607, Mezhdunarodnaia ,190000,5,walk,owner,0,7,63,68,1,64,64,64
3608,No data,53000,0,walk,developer,50,21,5,6,2,52,33,8
3609, Narodnoe Opolchenie ,60000,14,walk,agency,50,22,5,9,2,6,25,5
3610, Barrikadnaia ,100000,9,walk,developer,0,34,7,10,3,70,45,12
3611, Nekrasovka ,39000,4,walk,developer,50,6,10,17,1,40,20,10
3612, Bulvar Rokossovskogo ,37000,11,transport,developer,60,42,4,5,1,32,20,6
3613, Chertanovskaia ,45000,12,walk,developer,50,37,2,12,1,35,19,8
3614, Rechnoi vokzal ,100000,9,walk,owner,0,5,7,8,3,64,64,64
3615, Beliaevo ,70000,9,walk,developer,50,27,4,12,3,64,64,64
3616, Dmitrovskaia ,65000,11,walk,developer,50,7,2,38,1,64,64,64
3617, Mezhdunarodnaia ,230000,3,walk,developer,0,31,23,85,2,64,64,64
3618, Tekstilshchiki ,50000,15,walk,owner,0,14,3,8,1,64,64,64
3619, Nagornaia ,63000,19,walk,developer,50,3,7,18,2,53,33,9
3620, Kommunarka ,35000,12,walk,developer,50,22,4,15,1,64,64,64
3621,No data,50000,0,walk,developer,50,15,6,9,1,34,18,7
3622, Miakinino ,50000,39,transport,developer,50,52,8,25,1,36,19,9
3623, Barrikadnaia ,70000,14,walk,developer,50,47,6,9,2,50,32,9
3624, Sukharevskaia ,135000,7,walk,developer,50,19,2,5,3,60,47,8
3625, Tekhnopark ,50000,9,walk,owner,0,3,2,15,1,64,64,64
3626, Ulitca 1905 goda ,110000,9,walk,developer,30,87,3,5,3,76,49,9
3627, Botanicheskii sad ,35000,9,walk,owner,0,0,4,5,1,64,64,64
3628, Tekstilshchiki ,40000,15,walk,owner,0,24,3,8,1,64,64,64
3629, Oktiabrskoe pole ,70000,21,walk,developer,50,4,21,25,2,60,37,10
3630,No data,130000,0,walk,developer,0,26,7,30,2,64,64,64
3631,No data,40000,0,walk,developer,50,28,2,12,1,64,64,64
3632, Ziablikovo ,45000,19,walk,developer,50,43,13,25,1,64,64,64
3633,No data,60000,0,walk,developer,0,19,4,9,4,63,47,6
3634, Perovo ,52000,6,walk,developer,50,29,4,14,1,42,20,10
3635, Shchukinskaia ,48000,17,transport,owner,0,23,7,9,2,64,64,64
3636, Sviblovo ,70000,11,walk,developer,50,15,2,12,2,52,33,8
3637, Nekrasovka ,40000,3,walk,owner,0,16,5,17,1,64,64,64
3638, Marino ,69000,10,walk,developer,0,9,16,17,+,64,64,64
3639, Vorobevy gory ,400000,19,walk,developer,0,56,14,21,+,64,64,64
3640, Iugo-Zapadnaia ,65000,16,walk,developer,50,35,10,17,2,54,34,10
3641, Shchukinskaia ,60000,9,walk,developer,50,16,3,5,2,50,33,7
3642, Shelepikha ,130000,5,walk,developer,40,47,2,53,2,45,32,8
3643, Baumanskaia ,110000,11,walk,developer,30,48,5,16,3,78,47,7
3644, Mezhdunarodnaia ,400000,2,walk,developer,0,173,52,85,3,64,64,64
3645, Sevastopolskaia ,50000,12,walk,developer,50,23,15,17,1,38,19,9
3646, Ramenki ,100000,3,transport,owner,0,0,20,25,2,75,30,30
3647,No data,65000,0,transport,developer,50,18,7,12,2,50,33,8
3648, Pionerskaia ,61000,9,walk,agency,50,12,9,9,2,55,29,7
3649, Rasskazovka ,58500,18,walk,agency,0,11,7,9,2,64,64,64
3650, Sokol ,58000,7,walk,developer,50,31,1,8,1,5,21,5
3651, Sokolniki ,53000,8,walk,developer,50,7,6,9,1,33,18,7
3652,No data,29500,0,walk,agency,0,10,2,7,1,64,64,64
3653, Filatov Lug ,65000,9,walk,owner,0,0,12,15,3,64,64,64
3654,No data,40000,0,walk,developer,50,29,8,8,1,32,18,7
3655, Seligerskaia ,44000,10,walk,developer,50,2,7,38,1,32,18,8
3656,No data,50000,0,walk,developer,50,24,2,9,1,30,18,7
3657, Botanicheskii sad ,95000,2,walk,owner,0,2,6,25,2,53,37,6
3658, Slavianskii bulvar ,72000,6,walk,developer,50,28,13,14,2,52,32,8
3659, Kolomenskaia ,68000,18,transport,developer,50,39,15,18,1,40,18,14
3660,No data,48000,0,transport,owner,0,6,12,12,1,64,64,64
3661, Buninskaia Alleia ,45000,19,transport,owner,0,14,7,9,2,6,21,21
3662, Okhotnyi riad ,1221000,3,walk,agency,0,26,5,12,2,64,64,64
3663, Prazhskaia ,42000,19,walk,developer,50,6,5,9,1,33,18,7
3664, Solntcevo ,44000,3,walk,developer,50,20,10,22,1,64,64,64
3665, Vodnyi stadion ,100000,8,walk,developer,50,45,5,26,2,70,40,16
3666, Ulitca 800-letiia Moskvy ,46000,21,walk,agency,50,1,4,16,+,64,64,64
3667, Bulvar Dmitriia Donskogo ,50000,10,walk,developer,0,29,12,14,+,64,64,64
3668, Babushkinskaia ,45000,12,transport,developer,70,12,7,21,1,44,24,16
3669, Kolomenskaia ,65000,14,walk,developer,50,42,1,9,3,64,64,64
3670, Iugo-Zapadnaia ,40000,16,walk,developer,60,30,2,12,1,32,18,8
